Totales Territoriales	Comunidades y Ciudades Autónomas	Ramas de actividad	Periodo	Total
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2010	3.067.460
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2009	3.062.790
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2008	3.046.536
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2007	2.874.564
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2006	2.686.292
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2005	2.547.868
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2004	2.458.926
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2003	2.325.090
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2002	2.261.804
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2001	2.123.595
Total Nacional	15 Navarra, Comunidad Foral de	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2000	1.976.214
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2023 (A)	16.417.562
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2022 (P)	14.903.965
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2021	12.907.059
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2020	11.108.674
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2019	13.966.322
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2018	13.526.695
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2017	13.185.130
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2016	12.690.063
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2015	11.938.366
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2014	11.465.544
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2013	11.278.209
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2012	11.671.017
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2011	11.779.389
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2010	11.908.026
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2009	11.641.788
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2008	12.042.853
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2007	11.170.128
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2006	10.494.656
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2005	9.870.920
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2004	9.498.088
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2003	8.943.923
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2002	8.602.879
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2001	8.275.553
Total Nacional	16 País Vasco	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2000	7.781.861
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2023 (A)	1.895.263
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2022 (P)	1.717.774
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2021	1.485.354
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2020	1.275.266
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2019	1.584.974
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2018	1.532.471
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2017	1.479.719
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2016	1.437.178
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2015	1.394.853
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2014	1.344.897
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2013	1.337.420
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2012	1.356.831
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2011	1.399.287
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2010	1.403.169
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2009	1.387.315
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2008	1.436.338
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2007	1.308.231
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2006	1.196.485
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2005	1.107.104
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2004	1.046.572
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2003	974.083
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2002	887.132
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2001	837.054
Total Nacional	17 Rioja, La	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2000	769.573
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2023 (A)	384.171
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2022 (P)	354.956
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2021	312.289
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2020	272.098
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2019	338.083
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2018	333.160
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2017	323.159
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2016	313.390
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2015	298.543
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2014	280.152
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2013	282.457
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2012	290.154
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2011	288.815
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2010	300.701
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2009	305.180
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2008	309.544
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2007	284.266
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2006	255.123
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2005	231.561
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2004	217.897
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2003	206.411
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2002	198.379
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2001	183.805
Total Nacional	18 Ceuta	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2000	172.639
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2023 (A)	326.282
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2022 (P)	299.850
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2021	264.941
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2020	230.703
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2019	290.997
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2018	284.102
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2017	275.397
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2016	268.495
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2015	256.556
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2014	239.517
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2013	240.506
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2012	245.449
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2011	246.490
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2010	244.362
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2009	244.662
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2008	250.143
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2007	232.391
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2006	218.974
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2005	205.886
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2004	196.308
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2003	187.136
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2002	179.186
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2001	170.444
Total Nacional	19 Melilla	G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería	2000	158.789
