Tipo de dato	Agregados macroeconómicos: Nivel 1	Agregados macroeconómicos: Nivel 2	Niveles y tasas	Periodo	Total
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2017T3	31.197
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2017T2	31.028
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2017T1	30.885
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2016T4	30.486
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2016T3	30.674
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2016T2	30.399
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2016T1	30.315
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2015T4	29.862
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2015T3	29.823
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2015T2	29.870
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades inmobiliarias (L, CNAE 2009)	Dato base	2015T1	30.194
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2025T3	35.727
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2025T2	34.772
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2025T1	34.106
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2024T4	34.492
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2024T3	33.454
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2024T2	32.403
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2024T1	31.354
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2023T4	33.279
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2023T3	31.600
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2023T2	29.955
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2023T1	30.085
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2022T4	31.262
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2022T3	29.038
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2022T2	27.345
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2022T1	27.049
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2021T4	26.788
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2021T3	25.376
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2021T2	24.587
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2021T1	25.072
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2020T4	24.624
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2020T3	23.001
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2020T2	19.472
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2020T1	25.416
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2019T4	26.263
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2019T3	25.978
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2019T2	25.796
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2019T1	25.625
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2018T4	24.689
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2018T3	24.403
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2018T2	24.009
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2018T1	23.542
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2017T4	23.354
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2017T3	22.933
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2017T2	22.793
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2017T1	22.506
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2016T4	22.036
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2016T3	21.854
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2016T2	21.628
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2016T1	21.570
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2015T4	21.453
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2015T3	21.313
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2015T2	20.939
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009)	Dato base	2015T1	20.582
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2025T3	65.565
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2025T2	64.851
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2025T1	64.778
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2024T4	64.999
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2024T3	63.812
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2024T2	61.191
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2024T1	61.422
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2023T4	61.437
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2023T3	59.547
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2023T2	56.971
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2023T1	56.997
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2022T4	58.680
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2022T3	55.193
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2022T2	52.847
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2022T1	53.587
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2021T4	52.932
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2021T3	52.773
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2021T2	51.821
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2021T1	52.790
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2020T4	52.767
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2020T3	51.102
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2020T2	50.035
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2020T1	50.728
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2019T4	51.373
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2019T3	50.823
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2019T2	50.557
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2019T1	50.119
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2018T4	49.102
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2018T3	48.839
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2018T2	48.288
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2018T1	47.905
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2017T4	47.723
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2017T3	47.006
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2017T2	47.104
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2017T1	46.843
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2016T4	46.064
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2016T3	46.279
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2016T2	46.029
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2016T1	45.762
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2015T4	45.321
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2015T3	44.981
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2015T2	44.628
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Administración pública, educación y sanidad (O-Q, CNAE 2009)	Dato base	2015T1	44.908
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2025T3	15.739
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2025T2	15.336
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2025T1	15.241
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2024T4	14.884
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2024T3	14.870
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2024T2	14.796
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2024T1	14.509
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2023T4	14.168
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2023T3	14.179
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2023T2	13.522
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2023T1	13.458
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2022T4	13.734
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2022T3	13.817
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2022T2	13.248
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2022T1	12.176
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2021T4	11.728
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2021T3	11.712
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2021T2	11.044
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2021T1	10.249
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2020T4	10.044
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2020T3	11.099
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2020T2	9.150
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2020T1	13.281
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2019T4	13.862
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2019T3	13.382
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2019T2	13.713
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2019T1	13.643
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2018T4	13.495
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2018T3	13.642
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2018T2	13.291
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2018T1	13.464
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2017T4	13.431
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2017T3	13.144
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2017T2	13.192
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2017T1	12.748
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2016T4	12.454
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2016T3	12.406
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2016T2	12.278
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2016T1	12.337
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2015T4	12.271
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2015T3	12.200
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2015T2	11.977
Datos ajustados de estacionalidad y calendario	VABpb Servicios (G-T, CNAE 2009)	VABpb Servicios. Actividades artísticas, recreativas y otros servicios (R-T, CNAE 2009)	Dato base	2015T1	11.772
